Number,district_n,subdistr,statistics,suco_name,stat_sucoc,ea_codes
1415,Covalima,Maucatar,504,Belecasac,50401,50401022
1416,Covalima,Maucatar,504,Matai,50403,50403052
1417,Covalima,Maucatar,504,Holpilat,50402,50402042
1418,Covalima,Fatululic,501,Fatululic,50101,50101022
1419,Covalima,Fohorem,503,Fohoren,50304,50304012
1420,Covalima,Fohorem,503,Dato Tolu,50302,50302032
1421,Covalima,Fohorem,503,Lactos,50303,50303012
1422,Covalima,Fatumean,502,Nanu,50203,50203032
1423,Covalima,Fatumean,502,Belulic Leten,50201,50201042
1424,Covalima,Zumalai,507,Lepo,50702,50702042
1425,Covalima,Zumalai,507,Ucecai,50707,50707012
1426,Covalima,Zumalai,507,Mape,50704,50704012
1427,Covalima,Zumalai,507,Raimea,50705,50705062
1428,Covalima,Fatumean,502,Belulic Leten,50201,50201012
1429,Covalima,Fatumean,502,Belulic Leten,50201,50201022
1430,Covalima,Fatumean,502,Belulic Leten,50201,50201032
1431,Covalima,Fatumean,502,Nanu,50203,50203012
1432,Covalima,Fatumean,502,Nanu,50203,50203022
1433,Covalima,Fatumean,502,Fatumea,50202,50202012
1434,Covalima,Fatumean,502,Fatumea,50202,50202022
1435,Covalima,Fohorem,503,Dato Rua,50301,50301012
1436,Covalima,Fohorem,503,Fohoren,50304,50304022
1437,Covalima,Fohorem,503,Fohoren,50304,50304042
1438,Covalima,Fohorem,503,Fohoren,50304,50304032
1439,Covalima,Fohorem,503,Lactos,50303,50303022
1440,Covalima,Fohorem,503,Dato Tolu,50302,50302012
1441,Covalima,Fohorem,503,Dato Tolu,50302,50302022
1442,Covalima,Fatululic,501,Fatululic,50101,50101012
1443,Covalima,Fatululic,501,Fatululic,50101,50101032
1444,Covalima,Fatululic,501,Taroman,50102,50102012
1445,Covalima,Fatululic,501,Taroman,50102,50102032
1446,Covalima,Tilomar,506,Beiseuc,50601,50601012
1447,Covalima,Tilomar,506,Beiseuc,50601,50601022
1448,Covalima,Tilomar,506,Beiseuc,50601,50601032
1449,Covalima,Tilomar,506,Lalawa,50603,50603012
1450,Covalima,Tilomar,506,Lalawa,50603,50603022
1451,Covalima,Tilomar,506,Lalawa,50603,50603032
1452,Covalima,Tilomar,506,Lalawa,50603,50603042
1453,Covalima,Tilomar,506,Maudemo,50604,50604012
1454,Covalima,Tilomar,506,Maudemo,50604,50604022
1455,Covalima,Tilomar,506,Maudemo,50604,50604032
1456,Covalima,Tilomar,506,Maudemo,50604,50604042
1457,Covalima,Tilomar,506,Casabauc,50602,50602012
1458,Covalima,Tilomar,506,Casabauc,50602,50602022
1459,Covalima,Suai,505,Suai Loro,50505,50505012
1460,Covalima,Suai,505,Suai Loro,50505,50505022
1461,Covalima,Suai,505,Suai Loro,50505,50505032
1462,Covalima,Suai,505,Suai Loro,50505,50505042
1463,Covalima,Suai,505,Suai Loro,50505,50505052
1464,Covalima,Suai,505,Suai Loro,50505,50505092
1465,Covalima,Suai,505,Suai Loro,50505,50505102
1466,Covalima,Suai,505,Suai Loro,50505,50505072
1467,Covalima,Suai,505,Suai Loro,50505,50505082
1468,Covalima,Suai,505,Camenaça,50502,50502012
1469,Covalima,Suai,505,Camenaça,50502,50502022
1470,Covalima,Suai,505,Camenaça,50502,50502032
1471,Covalima,Suai,505,Camenaça,50502,50502042
1472,Covalima,Suai,505,Camenaça,50502,50502052
1473,Covalima,Suai,505,Camenaça,50502,50502082
1474,Covalima,Suai,505,Camenaça,50502,50502072
1475,Covalima,Suai,505,Debos,50503,50503011
1476,Covalima,Suai,505,Debos,50503,50503021
1477,Covalima,Suai,505,Debos,50503,50503031
1478,Covalima,Suai,505,Debos,50503,50503041
1479,Covalima,Suai,505,Debos,50503,50503051
1480,Covalima,Suai,505,Debos,50503,50503061
1481,Covalima,Suai,505,Debos,50503,50503071
1482,Covalima,Suai,505,Debos,50503,50503081
1483,Covalima,Suai,505,Debos,50503,50503091
1484,Covalima,Suai,505,Debos,50503,50503101
1485,Covalima,Suai,505,Debos,50503,50503111
1486,Covalima,Suai,505,Debos,50503,50503122
1487,Covalima,Suai,505,Debos,50503,50503131
1488,Covalima,Suai,505,Debos,50503,50503141
1489,Covalima,Suai,505,Debos,50503,50503151
1490,Covalima,Suai,505,Debos,50503,50503171
1491,Covalima,Suai,505,Debos,50503,50503181
1492,Covalima,Suai,505,Debos,50503,50503192
1493,Covalima,Maucatar,504,Ogues,50404,50404022
1494,Covalima,Maucatar,504,Ogues,50404,50404032
1495,Covalima,Maucatar,504,Belecasac,50401,50401012
1496,Covalima,Maucatar,504,Belecasac,50401,50401042
1497,Covalima,Maucatar,504,Belecasac,50401,50401032
1498,Covalima,Maucatar,504,Holpilat,50402,50402022
1499,Covalima,Maucatar,504,Holpilat,50402,50402032
1500,Covalima,Suai,505,Labarai,50504,50504012
1501,Covalima,Suai,505,Labarai,50504,50504022
1502,Covalima,Suai,505,Labarai,50504,50504032
1503,Covalima,Suai,505,Labarai,50504,50504042
1504,Covalima,Suai,505,Labarai,50504,50504052
1505,Covalima,Suai,505,Labarai,50504,50504062
1506,Covalima,Suai,505,Beco,50501,50501022
1507,Covalima,Suai,505,Beco,50501,50501012
1508,Covalima,Suai,505,Beco,50501,50501102
1509,Covalima,Suai,505,Beco,50501,50501032
1510,Covalima,Suai,505,Beco,50501,50501042
1511,Covalima,Suai,505,Beco,50501,50501052
1512,Covalima,Suai,505,Beco,50501,50501072
1513,Covalima,Suai,505,Beco,50501,50501082
1514,Covalima,Zumalai,507,Tashilin,50706,50706012
1515,Covalima,Zumalai,507,Tashilin,50706,50706022
1516,Covalima,Zumalai,507,Tashilin,50706,50706032
1517,Covalima,Zumalai,507,Tashilin,50706,50706052
1518,Covalima,Zumalai,507,Raimea,50705,50705012
1519,Covalima,Zumalai,507,Raimea,50705,50705022
1520,Covalima,Zumalai,507,Raimea,50705,50705032
1521,Covalima,Zumalai,507,Raimea,50705,50705042
1522,Covalima,Zumalai,507,Raimea,50705,50705052
1523,Covalima,Zumalai,507,Raimea,50705,50705082
1524,Covalima,Zumalai,507,Raimea,50705,50705072
1525,Covalima,Zumalai,507,Zulo,50708,50708012
1526,Covalima,Zumalai,507,Zulo,50708,50708022
1527,Covalima,Zumalai,507,Zulo,50708,50708032
1528,Covalima,Zumalai,507,Zulo,50708,50708042
1529,Covalima,Zumalai,507,Fatuleto,50701,50701022
1530,Covalima,Zumalai,507,Lepo,50702,50702012
1531,Covalima,Zumalai,507,Lepo,50702,50702022
1532,Covalima,Zumalai,507,Lepo,50702,50702032
1533,Covalima,Zumalai,507,Lour,50703,50703012
1534,Covalima,Maucatar,504,Matai,50403,50403012
1535,Covalima,Maucatar,504,Matai,50403,50403022
1536,Covalima,Maucatar,504,Matai,50403,50403032
1537,Covalima,Maucatar,504,Matai,50403,50403042
1538,Covalima,Maucatar,504,Matai,50403,50403062
1539,Dili,Atauro,601,Beloi,60101,60101022
1540,Dili,Dom Aleixo,603,Comoro,60302,60302191
1541,Dili,Nain Feto,605,Lahane Oriental,60505,60505142
1542,Dili,Vera Cruz,606,Dare,60603,60603042
1543,Dili,Atauro,601,Macadade,60103,60103022
1544,Dili,Dom Aleixo,603,Bairro Pite,60301,60301372
